number,id,name,speed,positionX,positionY,timestamp,in,out,left_id,front_id,right_id,back_id,left_distance,front_distance,right_distance,back_distance
486,27,Car_7,4km/h,649,355,1688952392398,,
487,28,Car_7,0km/h,709,228,1688952392398,,
488,1,Car_7,4km/h,1435,279,1688952392432,,
489,2,Car_7,3km/h,1350,332,1688952392432,,
490,3,Motorcycle,2km/h,1283,443,1688952392432,,
491,4,Car_7,2km/h,1532,239,1688952392432,,
492,5,Car_7,4km/h,1541,225,1688952392432,,
493,6,Car_7,3km/h,1574,314,1688952392432,,
494,7,Car_7,1km/h,1659,301,1688952392432,,
495,8,Motorcycle,1km/h,1582,389,1688952392432,,
496,9,Car_7,5km/h,166,231,1688952392432,,
